,UniqueTowID,Survey,TowNum,Region,Stratum,Grid_ID,Common_name,Scientific_name,NumberCaught,catch_sum,Weight,weight_sum,Catch_Weight_Type,Catch_Weight_Unit,Subsample_Weight,Male_weights,female_weights,station_code,Start_Date,End_Date,start_lat,start_lon,end_lat,end_lon,start_depth,end_depth,avg_depth,Tow_Time,Tow_LengthNM,Catch_seq,Tow_Time_Exp,Std_dur,EXP_Catch,EXP_Weight,Year,Water_Temp_DegC,Salinity_psu
2346,3592563,SP15,89,4,4,558,lobster american,Homarus americanus,2,192,3.03,55.62,WH,KG,#N/A,#N/A,#N/A,R,5/27/2015 4:00:00,5/27/2015 4:00:00,43.99437,-68.08677,43.98188,-68.08962,60.4,66.9,#N/A,20,0.8654,6930008,1,20,2,3.03,2015,6,33.06
2347,3592563,SP15,89,4,4,558,lobster american,Homarus americanus,190,#N/A,52.59,#N/A,WH,KG,#N/A,25.94,26.65,R,5/27/2015 4:00:00,5/27/2015 4:00:00,43.99437,-68.08677,43.98188,-68.08962,60.4,66.9,#N/A,20,0.8654,6929800,1,20,190,52.59,2015,6,33.06
2348,3592564,SP15,90,4,3,606,lobster american,Homarus americanus,1,251,1.66,50.61,WH,KG,#N/A,#N/A,#N/A,R,5/27/2015 4:00:00,5/27/2015 4:00:00,43.95372,-68.11397,43.96113,-68.10398,43,46,#N/A,16,0.6748,6930009,1.25,20,1.25,2.075,2015,5.6,32.65
2349,3592564,SP15,90,4,3,606,lobster american,Homarus americanus,250,#N/A,48.95,#N/A,WH,KG,#N/A,20.47,28.48,R,5/27/2015 4:00:00,5/27/2015 4:00:00,43.95372,-68.11397,43.96113,-68.10398,43,46,#N/A,16,0.6748,6929812,1.25,20,312.5,61.1875,2015,5.6,32.65
2350,3592565,SP15,91,4,3,293,lobster american,Homarus americanus,1,459,0.4,83.11,WH,KG,#N/A,#N/A,#N/A,R,5/28/2015 4:00:00,5/28/2015 4:00:00,44.14393,-68.11362,44.13562,-68.12828,48.7,48,#N/A,20,0.8558,6930010,1,20,1,0.4,2015,4.9,32.2
2351,3592565,SP15,91,4,3,293,lobster american,Homarus americanus,458,#N/A,82.71,#N/A,WH,KG,#N/A,43.11,39.6,R,5/28/2015 4:00:00,5/28/2015 4:00:00,44.14393,-68.11362,44.13562,-68.12828,48.7,48,#N/A,20,0.8558,6929835,1,20,458,82.71,2015,4.9,32.2
2352,3592566,SP15,92,4,3,247,lobster american,Homarus americanus,183,183,43.18,43.18,WH,KG,#N/A,20.81,22.37,R,5/28/2015 4:00:00,5/28/2015 4:00:00,44.17105,-68.00452,44.15792,-68.00638,50.8,53,#N/A,20,0.864,6929857,1,20,183,43.18,2015,5,32.27
2353,3592567,SP15,93,4,3,228,lobster american,Homarus americanus,169,171,55.61,56.04,WH,KG,#N/A,26.38,29.23,R,5/28/2015 4:00:00,5/28/2015 4:00:00,44.1896,-67.91645,44.17648,-67.92377,44.7,50,#N/A,20,0.8686,6929874,1,20,169,55.61,2015,5.5,32.35
2354,3592567,SP15,93,4,3,228,lobster american,Homarus americanus,2,#N/A,0.43,#N/A,WH,KG,#N/A,#N/A,#N/A,R,5/28/2015 4:00:00,5/28/2015 4:00:00,44.1896,-67.91645,44.17648,-67.92377,44.7,50,#N/A,20,0.8686,6930011,1,20,2,0.43,2015,5.5,32.35
2355,3592568,SP15,94,4,3,274,lobster american,Homarus americanus,3,162,1.93,52.91,WH,KG,#N/A,#N/A,#N/A,R,5/28/2015 4:00:00,5/28/2015 4:00:00,44.1478,-67.90198,44.14493,-67.92062,52.2,55.2,#N/A,20,0.9088,6930012,1,20,3,1.93,2015,5.5,32.65
2356,3592568,SP15,94,4,3,274,lobster american,Homarus americanus,159,#N/A,50.98,#N/A,WH,KG,#N/A,24.45,26.53,R,5/28/2015 4:00:00,5/28/2015 4:00:00,44.1478,-67.90198,44.14493,-67.92062,52.2,55.2,#N/A,20,0.9088,6929896,1,20,159,50.98,2015,5.5,32.65
2357,3592569,SP15,95,4,2,71,lobster american,Homarus americanus,525,525,104.01,104.01,WH,KG,#N/A,52.73,51.28,R,5/29/2015 4:00:00,5/29/2015 4:00:00,44.31758,-68.15727,44.30907,-68.17208,30,28.9,#N/A,20,0.8687,6929910,1,20,525,104.01,2015,4.9,31.89
2358,3592570,SP15,96,4,2,59,lobster american,Homarus americanus,281,281,52.4,52.4,WH,KG,#N/A,29.56,22.84,R,5/29/2015 4:00:00,5/29/2015 4:00:00,44.34533,-68.11455,44.33163,-68.11787,33.4,32.4,#N/A,20,0.8475,6929928,1,20,281,52.4,2015,4.8,31.9
2359,3592571,SP15,97,4,2,88,lobster american,Homarus americanus,632,632,103.82,103.82,WH,KG,#N/A,62.08,41.74,R,5/29/2015 4:00:00,5/29/2015 4:00:00,44.3017,-68.06657,44.29383,-68.05275,33.1,35,#N/A,20,0.8019,6929945,1,20,632,103.82,2015,4.7,31.89
2360,3592572,SP15,98,4,2,124,lobster american,Homarus americanus,365,366,58.49,58.89,WH,KG,#N/A,31.07,27.42,R,5/29/2015 4:00:00,5/29/2015 4:00:00,44.26763,-68.02318,44.25408,-68.02445,36.8,37.5,#N/A,20,0.8321,6929962,1,20,365,58.49,2015,4.7,32.02
2361,3592572,SP15,98,4,2,124,lobster american,Homarus americanus,1,#N/A,0.4,#N/A,WH,KG,#N/A,#N/A,#N/A,R,5/29/2015 4:00:00,5/29/2015 4:00:00,44.26763,-68.02318,44.25408,-68.02445,36.8,37.5,#N/A,20,0.8321,6930014,1,20,1,0.4,2015,4.7,32.02
2362,3592573,SP15,99,4,2,158,lobster american,Homarus americanus,528,528,80.98,80.98,WH,KG,#N/A,45.21,35.77,NR,5/29/2015 4:00:00,5/29/2015 4:00:00,44.2273,-68.13418,44.24087,-68.13247,35.8,35.9,#N/A,20,0.8456,6929978,1,20,528,80.98,2015,4.8,31.24
2363,3592574,SP15,100,5,3,693,lobster american,Homarus americanus,275,276,65.69,66.54,WH,KG,#N/A,33.09,32.6,R,6/1/2015 4:00:00,6/1/2015 4:00:00,44.2206,-67.91557,44.2111,-67.92825,42.9,42.8,#N/A,20,0.8572,6974753,1,20,275,65.69,2015,5.7,32.53
2364,3592574,SP15,100,5,3,693,lobster american,Homarus americanus,1,#N/A,0.85,#N/A,WH,KG,#N/A,#N/A,#N/A,R,6/1/2015 4:00:00,6/1/2015 4:00:00,44.2206,-67.91557,44.2111,-67.92825,42.9,42.8,#N/A,20,0.8572,6975299,1,20,1,0.85,2015,5.7,32.53
2365,3592575,SP15,101,5,2,550,lobster american,Homarus americanus,199,200,52.37,54.97,WH,KG,#N/A,34.47,17.9,R,6/1/2015 4:00:00,6/1/2015 4:00:00,44.323,-67.85372,44.31208,-67.85618,32.3,33.6,#N/A,17,0.7106,6974770,1.176470588,20,234.1176471,61.61176471,2015,5.5,31.98
2366,3592575,SP15,101,5,2,550,lobster american,Homarus americanus,1,#N/A,2.6,#N/A,WH,KG,#N/A,#N/A,#N/A,R,6/1/2015 4:00:00,6/1/2015 4:00:00,44.323,-67.85372,44.31208,-67.85618,32.3,33.6,#N/A,17,0.7106,6975300,1.176470588,20,1.176470588,3.058823529,2015,5.5,31.98
2367,3592576,SP15,102,5,2,489,lobster american,Homarus americanus,220,220,56.46,56.46,WH,KG,#N/A,34.84,21.62,R,6/1/2015 4:00:00,6/1/2015 4:00:00,44.3578,-67.73745,44.34983,-67.75262,33.4,34.6,#N/A,20,0.8496,6974789,1,20,220,56.46,2015,5.4,32.16
2368,3592577,SP15,103,5,1,264,lobster american,Homarus americanus,283,284,63.75,64.43,WH,KG,#N/A,36.2,27.55,R,6/1/2015 4:00:00,6/1/2015 4:00:00,44.46445,-67.64192,44.45125,-67.64418,16.8,19.1,#N/A,20,0.81,6974810,1,20,283,63.75,2015,5.7,31.78
2369,3592577,SP15,103,5,1,264,lobster american,Homarus americanus,1,#N/A,0.68,#N/A,WH,KG,#N/A,#N/A,#N/A,R,6/1/2015 4:00:00,6/1/2015 4:00:00,44.46445,-67.64192,44.45125,-67.64418,16.8,19.1,#N/A,20,0.81,6975302,1,20,1,0.68,2015,5.7,31.78
2370,3592578,SP15,104,5,3,523,lobster american,Homarus americanus,1,199,1.21,62.79,WH,KG,#N/A,#N/A,#N/A,R,6/2/2015 4:00:00,6/2/2015 4:00:00,44.32967,-67.70738,44.33697,-67.69183,39.8,39.5,#N/A,20,0.8235,6975303,1,20,1,1.21,2015,5.4,32
2371,3592578,SP15,104,5,3,523,lobster american,Homarus americanus,198,#N/A,61.58,#N/A,WH,KG,#N/A,33.66,27.92,R,6/2/2015 4:00:00,6/2/2015 4:00:00,44.32967,-67.70738,44.33697,-67.69183,39.8,39.5,#N/A,20,0.8235,6974834,1,20,198,61.58,2015,5.4,32
2372,3592579,SP15,105,5,3,612,lobster american,Homarus americanus,50,51,18.18,19.62,WH,KG,#N/A,8.84,9.34,R,6/2/2015 4:00:00,6/2/2015 4:00:00,44.27317,-67.70163,44.28583,-67.69922,45,48.6,#N/A,20,0.8106,6974858,1,20,50,18.18,2015,5.4,32.24
2373,3592579,SP15,105,5,3,612,lobster american,Homarus americanus,1,#N/A,1.44,#N/A,WH,KG,#N/A,#N/A,#N/A,R,6/2/2015 4:00:00,6/2/2015 4:00:00,44.27317,-67.70163,44.28583,-67.69922,45,48.6,#N/A,20,0.8106,6975305,1,20,1,1.44,2015,5.4,32.24
2374,3592580,SP15,106,5,4,661,lobster american,Homarus americanus,32,34,20.12,21.49,WH,KG,#N/A,12.74,7.38,R,6/2/2015 4:00:00,6/2/2015 4:00:00,44.25012,-67.68033,44.26103,-67.67175,61.7,58.2,#N/A,20,0.7754,6974881,1,20,32,20.12,2015,6.4,33.3
2375,3592580,SP15,106,5,4,661,lobster american,Homarus americanus,2,#N/A,1.37,#N/A,WH,KG,#N/A,#N/A,#N/A,R,6/2/2015 4:00:00,6/2/2015 4:00:00,44.25012,-67.68033,44.26103,-67.67175,61.7,58.2,#N/A,20,0.7754,6975306,1,20,2,1.37,2015,6.4,33.3
2376,3592581,SP15,107,5,4,680,lobster american,Homarus americanus,1,46,0.55,20.49,WH,KG,#N/A,#N/A,#N/A,R,6/5/2015 4:00:00,6/5/2015 4:00:00,44.23682,-67.74373,44.22572,-67.7546,61.2,74.4,#N/A,20,0.8919,6975309,1,20,1,0.55,2015,6.1,33.02
2377,3592581,SP15,107,5,4,680,lobster american,Homarus americanus,45,#N/A,19.94,#N/A,WH,KG,#N/A,8.43,11.51,R,6/5/2015 4:00:00,6/5/2015 4:00:00,44.23682,-67.74373,44.22572,-67.7546,61.2,74.4,#N/A,20,0.8919,6974904,1,20,45,19.94,2015,6.1,33.02
2378,3592582,SP15,108,5,4,718,lobster american,Homarus americanus,4,49,2.78,27.38,WH,KG,#N/A,#N/A,#N/A,R,6/2/2015 4:00:00,6/2/2015 4:00:00,44.1992,-67.7426,44.19102,-67.75858,74.1,82.6,#N/A,20,0.8773,6975310,1,20,4,2.78,2015,6.5,33.35
2379,3592582,SP15,108,5,4,718,lobster american,Homarus americanus,45,#N/A,24.6,#N/A,WH,KG,#N/A,10.34,14.26,R,6/2/2015 4:00:00,6/2/2015 4:00:00,44.1992,-67.7426,44.19102,-67.75858,74.1,82.6,#N/A,20,0.8773,6974923,1,20,45,24.6,2015,6.5,33.35
2380,3592583,SP15,109,5,1,206,lobster american,Homarus americanus,70,70,16.84,16.84,WH,KG,#N/A,9.22,7.62,NR,6/3/2015 4:00:00,6/3/2015 4:00:00,44.5228,-67.52783,44.51467,-67.51858,11.7,15.7,#N/A,17,0.6584,6974937,1.176470588,20,82.35294118,19.81176471,2015,5.8,31.61
2381,3592584,SP15,110,5,3,336,lobster american,Homarus americanus,263,263,72.19,72.19,WH,KG,#N/A,37.54,34.65,R,6/3/2015 4:00:00,6/3/2015 4:00:00,44.42347,-67.4744,44.43363,-67.4604,45.8,42.8,#N/A,20,0.8631,6974965,1,20,263,72.19,2015,5.4,31.97
2382,3592585,SP15,111,5,4,470,lobster american,Homarus americanus,2,32,1.95,22.09,WH,KG,#N/A,#N/A,#N/A,R,6/3/2015 4:00:00,6/3/2015 4:00:00,44.35215,-67.42058,44.36512,-67.41332,62.7,71.5,#N/A,20,0.8474,6975312,1,20,2,1.95,2015,5.9,32.63
2383,3592585,SP15,111,5,4,470,lobster american,Homarus americanus,30,#N/A,20.14,#N/A,WH,KG,#N/A,8.51,11.63,R,6/3/2015 4:00:00,6/3/2015 4:00:00,44.35215,-67.42058,44.36512,-67.41332,62.7,71.5,#N/A,20,0.8474,6974989,1,20,30,20.14,2015,5.9,32.63
2384,3592586,SP15,112,5,3,529,lobster american,Homarus americanus,132,134,41.96,44.3,WH,KG,#N/A,24.18,17.78,R,6/3/2015 4:00:00,6/3/2015 4:00:00,44.32687,-67.554,44.31828,-67.57033,49.5,47.5,#N/A,20,0.8838,6975011,1,20,132,41.96,2015,5.7,32.39
2385,3592586,SP15,112,5,3,529,lobster american,Homarus americanus,2,#N/A,2.34,#N/A,WH,KG,#N/A,#N/A,#N/A,R,6/3/2015 4:00:00,6/3/2015 4:00:00,44.32687,-67.554,44.31828,-67.57033,49.5,47.5,#N/A,20,0.8838,6975314,1,20,2,2.34,2015,5.7,32.39
2386,3592587,SP15,113,5,3,527,lobster american,Homarus americanus,3,270,2.36,86.24,WH,KG,#N/A,#N/A,#N/A,R,6/3/2015 4:00:00,6/3/2015 4:00:00,44.33717,-67.62053,44.32428,-67.62963,43.3,45.3,#N/A,20,0.8721,6975315,1,20,3,2.36,2015,5.5,32.28
2387,3592587,SP15,113,5,3,527,lobster american,Homarus americanus,267,#N/A,83.88,#N/A,WH,KG,#N/A,46.27,37.61,R,6/3/2015 4:00:00,6/3/2015 4:00:00,44.33717,-67.62053,44.32428,-67.62963,43.3,45.3,#N/A,20,0.8721,6975034,1,20,267,83.88,2015,5.5,32.28
2388,3592588,SP15,114,5,3,435,lobster american,Homarus americanus,334,339,100.2,103.55,WH,KG,#N/A,48.14,52.06,R,6/3/2015 4:00:00,6/3/2015 4:00:00,44.38312,-67.55642,44.37555,-67.57237,45.6,48.3,#N/A,20,0.8309,6975051,1,20,334,100.2,2015,5.4,32.13
2389,3592588,SP15,114,5,3,435,lobster american,Homarus americanus,5,#N/A,3.35,#N/A,WH,KG,#N/A,#N/A,#N/A,R,6/3/2015 4:00:00,6/3/2015 4:00:00,44.38312,-67.55642,44.37555,-67.57237,45.6,48.3,#N/A,20,0.8309,6975317,1,20,5,3.35,2015,5.4,32.13
2390,3592589,SP15,115,5,2,226,lobster american,Homarus americanus,199,199,52.53,52.53,WH,KG,#N/A,28.7,23.83,R,6/4/2015 4:00:00,6/4/2015 4:00:00,44.49182,-67.44165,44.49693,-67.42292,32.1,34.5,#N/A,20,0.872,6975078,1,20,199,52.53,2015,5.2,31.82
2391,3592590,SP15,116,5,3,313,lobster american,Homarus americanus,18,18,13.1,13.1,WH,KG,#N/A,9.38,3.72,NR,6/4/2015 4:00:00,6/4/2015 4:00:00,44.42985,-67.19948,44.43752,-67.18683,66.2,56.3,#N/A,18,0.7416,6975102,1.111111111,20,20,14.55555556,2015,5.5,32.1
2392,3592591,SP15,117,5,3,378,lobster american,Homarus americanus,2,12,2.16,7.07,WH,KG,#N/A,#N/A,#N/A,R,6/4/2015 4:00:00,6/4/2015 4:00:00,44.40365,-67.17393,44.41213,-67.1612,64.5,64.7,#N/A,18,0.7572,6975320,1.111111111,20,2.222222222,2.4,2015,6.6,33.13
2393,3592591,SP15,117,5,3,378,lobster american,Homarus americanus,10,#N/A,4.91,#N/A,WH,KG,#N/A,2.01,2.9,R,6/4/2015 4:00:00,6/4/2015 4:00:00,44.40365,-67.17393,44.41213,-67.1612,64.5,64.7,#N/A,18,0.7572,6975125,1.111111111,20,11.11111111,5.455555556,2015,6.6,33.13
2394,3592592,SP15,118,5,4,443,lobster american,Homarus americanus,10,26,11.19,27.32,WH,KG,#N/A,#N/A,#N/A,R,6/4/2015 4:00:00,6/4/2015 4:00:00,44.3669,-67.17998,44.3719,-67.16265,87,80.2,#N/A,20,0.8182,6975337,1,20,10,11.19,2015,7.6,33.94
2395,3592592,SP15,118,5,4,443,lobster american,Homarus americanus,16,#N/A,16.13,#N/A,WH,KG,#N/A,8.1,8.03,R,6/4/2015 4:00:00,6/4/2015 4:00:00,44.3669,-67.17998,44.3719,-67.16265,87,80.2,#N/A,20,0.8182,6975145,1,20,16,16.13,2015,7.6,33.94
2396,3592593,SP15,119,5,3,232,lobster american,Homarus americanus,146,146,41.23,41.23,WH,KG,#N/A,21.49,19.74,NR,6/4/2015 4:00:00,6/4/2015 4:00:00,44.50138,-67.28683,44.49682,-67.30033,39.9,35.7,#N/A,16,0.6566,6975176,1.25,20,182.5,51.5375,2015,5.4,32.05
2397,3592594,SP15,120,5,2,200,lobster american,Homarus americanus,59,59,13.7,13.7,WH,KG,#N/A,5.3,8.4,R,6/4/2015 4:00:00,6/4/2015 4:00:00,44.52757,-67.30727,44.52028,-67.32098,35,34.7,#N/A,16,0.7434,6975199,1.25,20,73.75,17.125,2015,5,31.8
2398,3592595,SP15,121,5,1,100,lobster american,Homarus americanus,138,138,34.04,34.04,WH,KG,#N/A,19.99,14.05,R,6/5/2015 4:00:00,6/5/2015 4:00:00,44.60663,-67.36553,44.6055,-67.34577,10.7,18.2,#N/A,20,0.8609,6975222,1,20,138,34.04,2015,5.1,31.73
2399,3592596,SP15,122,5,2,120,lobster american,Homarus americanus,120,120,29.1,29.1,WH,KG,#N/A,19.08,10.02,R,6/5/2015 4:00:00,6/5/2015 4:00:00,44.58498,-67.30383,44.5907,-67.29102,28.8,29.6,#N/A,15,0.7037,6975239,1.333333333,20,160,38.8,2015,5.1,31.72
2400,3592597,SP15,123,5,2,195,lobster american,Homarus americanus,167,168,40.01,41.04,WH,KG,#N/A,22.01,18,R,6/5/2015 4:00:00,6/5/2015 4:00:00,44.52617,-67.44842,44.53543,-67.4355,27.1,28.4,#N/A,20,0.7864,6975264,1,20,167,40.01,2015,5.3,31.76
2401,3592597,SP15,123,5,2,195,lobster american,Homarus americanus,1,#N/A,1.03,#N/A,WH,KG,#N/A,#N/A,#N/A,R,6/5/2015 4:00:00,6/5/2015 4:00:00,44.52617,-67.44842,44.53543,-67.4355,27.1,28.4,#N/A,20,0.7864,6975339,1,20,1,1.03,2015,5.3,31.76
2402,3677923,FL15,1,1,3,583,lobster american,Homarus americanus,10,10,3.53,3.53,WH,KG,#N/A,2.98,0.55,R,9/28/2015 4:00:00,9/28/2015 4:00:00,42.95777,-70.46697,42.94795,-70.47922,54.3,52.3,#N/A,20,0.8088,6998302,1,20,10,3.53,2015,6.1,32.53
2403,3677924,FL15,2,1,3,600,lobster american,Homarus americanus,31,31,11.24,11.24,WH,KG,#N/A,6.08,5.16,R,9/28/2015 4:00:00,9/28/2015 4:00:00,42.93598,-70.52715,42.94647,-70.51592,46,47.3,#N/A,20,0.8135,6998322,1,20,31,11.24,2015,7.3,32.49
2404,3677925,FL15,3,1,2,636,lobster american,Homarus americanus,160,160,45.75,45.75,WH,KG,#N/A,26.28,19.47,R,9/28/2015 4:00:00,9/28/2015 4:00:00,42.90777,-70.6421,42.91803,-70.63413,34,33.9,#N/A,18,0.7605,6998347,1.111111111,20,177.7777778,50.83333333,2015,8.4,32.32
2405,3677926,FL15,4,1,1,591,lobster american,Homarus americanus,9,554,7.73,122.44,WH,KG,#N/A,#N/A,7.73,R,9/28/2015 4:00:00,9/28/2015 4:00:00,42.93183,-70.74577,42.94343,-70.73655,16.1,18.3,#N/A,20,0.8272,6998711,1,20,9,7.73,2015,9.9,32.16
2406,3677926,FL15,4,1,1,591,lobster american,Homarus americanus,545,#N/A,114.71,#N/A,WH,KG,#N/A,51.92,62.79,R,9/28/2015 4:00:00,9/28/2015 4:00:00,42.93183,-70.74577,42.94343,-70.73655,16.1,18.3,#N/A,20,0.8272,6998367,1,20,545,114.71,2015,9.9,32.16
2407,3677927,FL15,5,1,1,534,lobster american,Homarus americanus,354,355,60.42,60.87,WH,KG,#N/A,31.74,28.68,R,9/28/2015 4:00:00,9/28/2015 4:00:00,42.9867,-70.67583,42.99722,-70.66968,15.6,16,#N/A,18,0.7105,6998380,1.111111111,20,393.3333333,67.13333333,2015,10.8,32.17
2408,3677927,FL15,5,1,1,534,lobster american,Homarus americanus,1,#N/A,0.45,#N/A,WH,KG,#N/A,#N/A,0.45,R,9/28/2015 4:00:00,9/28/2015 4:00:00,42.9867,-70.67583,42.99722,-70.66968,15.6,16,#N/A,18,0.7105,6998712,1.111111111,20,1.111111111,0.5,2015,10.8,32.17
2409,3677928,FL15,6,1,2,498,lobster american,Homarus americanus,154,154,32.26,32.26,WH,KG,#N/A,18.33,13.93,R,9/29/2015 4:00:00,9/29/2015 4:00:00,43.025,-70.57028,43.03525,-70.56205,28.3,32.3,#N/A,18,0.7291,6998403,1.111111111,20,171.1111111,35.84444444,2015,8.8,32.46
2410,3677929,FL15,7,1,3,435,lobster american,Homarus americanus,82,82,27.37,27.37,WH,KG,#N/A,14.99,12.38,R,9/29/2015 4:00:00,9/29/2015 4:00:00,43.08215,-70.45065,43.09122,-70.44488,43.2,42.5,#N/A,16,0.6381,6998425,1.25,20,102.5,34.2125,2015,8,32.66
2411,3677930,FL15,8,1,3,452,lobster american,Homarus americanus,119,119,43.16,43.16,WH,KG,#N/A,26.08,17.08,R,9/29/2015 4:00:00,9/29/2015 4:00:00,43.06782,-70.42472,43.07708,-70.41213,49.8,50.7,#N/A,20,0.8222,6998450,1,20,119,43.16,2015,6.9,32.7
2412,3677931,FL15,9,1,4,455,lobster american,Homarus americanus,16,16,6.25,6.25,WH,KG,#N/A,5.51,0.74,R,9/29/2015 4:00:00,9/29/2015 4:00:00,43.08562,-70.35065,43.0762,-70.36412,57.9,57,#N/A,20,0.8416,6998478,1,20,16,6.25,2015,6.2,32.79
2413,3677932,FL15,10,1,4,546,lobster american,Homarus americanus,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,R,9/29/2015 4:00:00,9/29/2015 4:00:00,43.0019,-70.4103,42.99187,-70.39742,59.4,60.7,#N/A,20,0.8338,#N/A,1,20,0,0,2015,5.6,32.49
2414,3677933,FL15,11,1,3,422,lobster american,Homarus americanus,67,67,14.07,14.07,WH,KG,#N/A,7.98,6.09,R,9/30/2015 4:00:00,9/30/2015 4:00:00,43.1228,-70.3851,43.1158,-70.3993,50.5,49.7,#N/A,20,0.7987,6998528,1,20,67,14.07,2015,8.2,32.62
2415,3677934,FL15,12,1,2,346,lobster american,Homarus americanus,64,64,12.25,12.25,WH,KG,#N/A,5.72,6.53,R,9/30/2015 4:00:00,9/30/2015 4:00:00,43.16457,-70.44707,43.17282,-70.44585,33,31,#N/A,12,0.4994,6998545,1.666666667,20,106.6666667,20.41666667,2015,9.4,32.56
2416,3677935,FL15,13,1,3,252,lobster american,Homarus americanus,6,6,2.04,2.04,WH,KG,#N/A,1.25,0.79,R,10/1/2015 4:00:00,10/1/2015 4:00:00,43.2652,-70.25262,43.25492,-70.2631,55.1,47.3,#N/A,19,0.783,6998569,1.052631579,20,6.315789474,2.147368421,2015,8.6,32.87
2417,3677936,FL15,14,1,4,255,lobster american,Homarus americanus,1,1,0.22,0.22,WH,KG,#N/A,0.22,#N/A,R,10/1/2015 4:00:00,10/1/2015 4:00:00,43.26653,-70.18188,43.2605,-70.19797,68.1,66.5,#N/A,20,0.824,6998597,1,20,1,0.22,2015,7.8,32.95
2418,3677937,FL15,15,1,4,189,lobster american,Homarus americanus,22,22,5.08,5.08,WH,KG,#N/A,3.24,1.84,R,10/1/2015 4:00:00,10/1/2015 4:00:00,43.32493,-70.19433,43.31555,-70.20805,55.8,55.3,#N/A,20,0.8292,6998627,1,20,22,5.08,2015,8.6,32.87
2419,3677938,FL15,16,1,4,58,lobster american,Homarus americanus,18,18,4.19,4.19,WH,KG,#N/A,2.86,1.33,R,10/1/2015 4:00:00,10/1/2015 4:00:00,43.46863,-70.07708,43.45577,-70.08432,61.8,66.7,#N/A,20,0.8554,6998652,1,20,18,4.19,2015,8.2,32.95
2420,3677939,FL15,17,1,2,19,lobster american,Homarus americanus,392,392,79.59,79.59,WH,KG,#N/A,37.19,42.4,R,10/2/2015 4:00:00,10/2/2015 4:00:00,43.51513,-70.2222313,43.5086,-70.22977,24.2,25.6,#N/A,13,0.5241,6998667,1.538461538,20,603.0769231,122.4461538,2015,12.6,32.05
2421,3677940,FL15,18,1,1,8,lobster american,Homarus americanus,1097,1099,215.12,215.95,WH,KG,#N/A,110.59,104.53,R,10/2/2015 4:00:00,10/2/2015 4:00:00,43.53237,-70.26228,43.5285,-70.27903,13.5,13,#N/A,20,0.8045,6998686,1,20,1097,215.12,2015,12,32.17
2422,3677940,FL15,18,1,1,8,lobster american,Homarus americanus,2,#N/A,0.83,#N/A,WH,KG,#N/A,#N/A,0.83,R,10/2/2015 4:00:00,10/2/2015 4:00:00,43.53237,-70.26228,43.5285,-70.27903,13.5,13,#N/A,20,0.8045,6998715,1,20,2,0.83,2015,12,32.17
2423,3677941,FL15,19,1,1,1,lobster american,Homarus americanus,3,298,6.49,58.72,WH,KG,#N/A,#N/A,6.49,R,10/2/2015 4:00:00,10/2/2015 4:00:00,43.55288,-70.28105,43.54603,-70.2941,3.9,5.7,#N/A,18,0.7154,6998716,1.111111111,20,3.333333333,7.211111111,2015,14.3,31.51
2424,3677941,FL15,19,1,1,1,lobster american,Homarus americanus,295,#N/A,52.23,#N/A,WH,KG,#N/A,32.86,19.37,R,10/2/2015 4:00:00,10/2/2015 4:00:00,43.55288,-70.28105,43.54603,-70.2941,3.9,5.7,#N/A,18,0.7154,6998700,1.111111111,20,327.7777778,58.03333333,2015,14.3,31.51
2425,3677942,FL15,20,2,1,288,lobster american,Homarus americanus,27,27,6.73,6.73,WH,KG,#N/A,4.88,1.85,RA,10/5/2015 4:00:00,10/5/2015 4:00:00,43.6921,-70.214,43.69957,-70.1997,2.5,3.9,#N/A,20,0.8227,7005446,1,20,27,6.73,2015,13.6,30.77
2426,3677943,FL15,21,2,3,638,lobster american,Homarus americanus,90,91,18.94,20.18,WH,KG,#N/A,9.74,9.2,R,10/6/2015 4:00:00,10/6/2015 4:00:00,43.5411,-70.0113,43.53295,-70.01913,53.6,53.8,#N/A,15,0.621,7005470,1.333333333,20,120,25.25333333,2015,9.2,32.81
2427,3677943,FL15,21,2,3,638,lobster american,Homarus americanus,1,#N/A,1.24,#N/A,WH,KG,#N/A,#N/A,1.24,R,10/6/2015 4:00:00,10/6/2015 4:00:00,43.5411,-70.0113,43.53295,-70.01913,53.6,53.8,#N/A,15,0.621,7005764,1.333333333,20,1.333333333,1.653333333,2015,9.2,32.81
2428,3677944,FL15,22,2,4,732,lobster american,Homarus americanus,2,2,0.4,0.4,WH,KG,#N/A,#N/A,0.4,R,10/6/2015 4:00:00,10/6/2015 4:00:00,43.45792,-69.91638,43.44938,-69.93097,77,82.5,#N/A,20,0.8353,7005753,1,20,2,0.4,2015,6.6,33.31
2429,3677945,FL15,23,2,4,689,lobster american,Homarus americanus,1,1,0.46,0.46,WH,KG,#N/A,0.46,#N/A,R,10/6/2015 4:00:00,10/6/2015 4:00:00,43.5012,-69.92627,43.51038,-69.91297,63.8,62.5,#N/A,20,0.8333,7005508,1,20,1,0.46,2015,8.2,33
2430,3677946,FL15,24,2,3,536,lobster american,Homarus americanus,102,102,32.75,32.75,WH,KG,#N/A,15.23,17.52,R,10/6/2015 4:00:00,10/6/2015 4:00:00,43.59737,-69.8426,43.5888,-69.84938,46.2,48.6,#N/A,16,0.6283,7005533,1.25,20,127.5,40.9375,2015,9.5,32.77
